 5075	2019-03-27 17:11:16	1	0	0	0
 5003	2019-03-27 17:14:15	1	0	0	0
 5009	2019-03-27 17:25:26	1	0	0	0
 5012	2019-03-27 17:32:25	1	0	0	0
 5070	2019-03-27 18:15:09	1	0	0	0
 5024	2019-03-27 18:25:46	1	0	0	0
 5036	2019-03-27 18:25:49	1	0	0	0
 5084	2019-03-27 18:25:53	1	0	0	0
 5057	2019-03-27 18:28:06	1	0	0	0
 5074	2019-03-27 18:28:18	1	0	0	0
 5063	2019-03-27 18:30:08	1	0	0	0
 6019	2019-03-27 18:30:15	1	0	0	0
 5066	2019-03-27 18:32:03	1	0	0	0
 5020	2019-03-27 18:36:27	1	0	0	0
 5034	2019-03-27 18:40:01	1	0	0	0
 5016	2019-03-27 18:42:05	1	0	0	0
 5017	2019-03-27 18:55:28	1	0	0	0
 5047	2019-03-27 18:58:48	1	0	0	0
 5077	2019-03-27 18:59:35	1	0	0	0
 5087	2019-03-27 18:59:40	1	0	0	0
 5077	2019-03-27 18:59:53	1	0	0	0
 6000	2019-03-27 19:00:04	1	0	0	0
 5046	2019-03-27 19:00:06	1	0	0	0
 6001	2019-03-27 19:00:12	1	0	0	0
 6001	2019-03-27 19:00:14	1	0	0	0
 5029	2019-03-27 19:00:35	1	0	0	0
 5033	2019-03-27 19:00:41	1	0	0	0
 6018	2019-03-27 19:00:52	1	0	0	0
 5061	2019-03-27 19:00:58	1	0	0	0
 6004	2019-03-27 19:01:04	1	0	0	0
 6004	2019-03-27 19:01:06	1	0	0	0
 5039	2019-03-27 19:01:17	1	0	0	0
 5038	2019-03-27 19:01:43	1	0	0	0
 5089	2019-03-27 19:02:15	1	0	0	0
 5010	2019-03-27 19:02:35	1	0	0	0
 5007	2019-03-27 19:02:38	1	0	0	0
 5092	2019-03-27 19:02:49	1	0	0	0
 5083	2019-03-27 19:03:42	1	0	0	0
 5068	2019-03-27 19:03:50	1	0	0	0
 5050	2019-03-27 19:05:57	1	0	0	0
 5005	2019-03-27 19:11:40	1	0	0	0
 5013	2019-03-27 19:13:27	1	0	0	0
 5093	2019-03-27 19:16:17	1	0	0	0
 5093	2019-03-27 19:16:19	1	0	0	0
 5027	2019-03-27 19:22:20	1	0	0	0
 5096	2019-03-27 19:22:24	1	0	0	0
 5096	2019-03-27 19:23:18	1	0	0	0
 5018	2019-03-27 19:25:08	1	0	0	0
 5018	2019-03-27 19:25:41	1	0	0	0
 5055	2019-03-27 19:28:47	1	0	0	0
 5006	2019-03-27 19:32:20	1	0	0	0
 5065	2019-03-27 19:33:51	1	0	0	0
 5048	2019-03-27 19:34:12	1	0	0	0
 5014	2019-03-27 20:07:23	1	0	0	0
 5075	2019-03-27 20:18:05	1	0	0	0
 5043	2019-03-27 20:26:33	1	0	0	0
 5025	2019-03-27 20:27:50	1	0	0	0
 6008	2019-03-27 20:27:54	1	0	0	0
 5031	2019-03-27 20:28:02	1	0	0	0
 6016	2019-03-27 20:28:09	1	0	0	0
 6015	2019-03-27 20:28:31	1	0	0	0
 6010	2019-03-27 20:28:40	1	0	0	0
 5095	2019-03-27 20:30:21	1	0	0	0
 6011	2019-03-27 20:35:16	1	0	0	0
 5012	2019-03-28 08:58:33	1	0	0	0
 5090	2019-03-28 09:05:30	1	0	0	0
 6011	2019-03-28 09:05:35	1	0	0	0
 5009	2019-03-28 09:13:34	1	0	0	0
 5020	2019-03-28 09:13:41	1	0	0	0
 5010	2019-03-28 09:27:16	1	0	0	0
 5010	2019-03-28 09:32:07	1	0	0	0
 5003	2019-03-28 09:36:34	1	0	0	0
 5077	2019-03-28 09:40:07	1	0	0	0
 5092	2019-03-28 09:40:17	1	0	0	0
 5096	2019-03-28 09:45:17	1	0	0	0
 5034	2019-03-28 09:47:13	1	0	0	0
 5017	2019-03-28 09:47:19	1	0	0	0
 5048	2019-03-28 09:49:09	1	0	0	0
 5096	2019-03-28 09:53:06	1	0	0	0
 5043	2019-03-28 09:54:02	1	0	0	0
 5039	2019-03-28 09:54:07	1	0	0	0
 5083	2019-03-28 09:55:40	1	0	0	0
 5070	2019-03-28 09:56:27	1	0	0	0
 5061	2019-03-28 09:58:26	1	0	0	0
 5033	2019-03-28 10:02:46	1	0	0	0
 5094	2019-03-28 10:02:51	1	0	0	0
 5055	2019-03-28 10:06:03	1	0	0	0
 5074	2019-03-28 10:06:08	1	0	0	0
 5089	2019-03-28 10:06:12	1	0	0	0
 5057	2019-03-28 10:06:14	1	0	0	0
 5025	2019-03-28 10:06:19	1	0	0	0
 5056	2019-03-28 10:08:43	1	0	0	0
 5024	2019-03-28 10:10:18	1	0	0	0
 5007	2019-03-28 10:10:22	1	0	0	0
 5067	2019-03-28 10:10:24	1	0	0	0
 5063	2019-03-28 10:10:34	1	0	0	0
 6002	2019-03-28 10:11:51	1	0	0	0
 5029	2019-03-28 10:13:22	1	0	0	0
 6018	2019-03-28 10:13:30	1	0	0	0
 5031	2019-03-28 10:13:34	1	0	0	0
 6019	2019-03-28 10:13:43	1	0	0	0
 5084	2019-03-28 10:13:46	1	0	0	0
 5095	2019-03-28 10:13:52	1	0	0	0
 5087	2019-03-28 10:13:57	1	0	0	0
 5014	2019-03-28 10:14:01	1	0	0	0
 5016	2019-03-28 10:15:32	1	0	0	0
 5038	2019-03-28 10:15:39	1	0	0	0
 6015	2019-03-28 10:15:43	1	0	0	0
 5036	2019-03-28 10:18:45	1	0	0	0
 5046	2019-03-28 10:19:36	1	0	0	0
 5018	2019-03-28 10:21:05	1	0	0	0
 6016	2019-03-28 10:23:55	1	0	0	0
 5050	2019-03-28 10:32:06	1	0	0	0
 6010	2019-03-28 10:38:34	1	0	0	0
 5005	2019-03-28 10:38:38	1	0	0	0
 5027	2019-03-28 10:38:53	1	0	0	0
 5013	2019-03-28 10:40:44	1	0	0	0
 5047	2019-03-28 10:42:05	1	0	0	0
 5004	2019-03-28 10:42:46	1	0	0	0
 5032	2019-03-28 10:42:49	1	0	0	0
 5032	2019-03-28 10:42:51	1	0	0	0
 5063	2019-03-28 10:43:11	1	0	0	0
 5099	2019-03-28 10:59:31	1	0	0	0
 5080	2019-03-28 11:00:22	1	0	0	0
 5022	2019-03-28 11:00:24	1	0	0	0
 5068	2019-03-28 11:12:04	1	0	0	0
 5065	2019-03-28 11:36:57	1	0	0	0
 5066	2019-03-28 12:00:41	1	0	0	0
 6001	2019-03-28 12:14:14	1	0	0	0
 6001	2019-03-28 12:14:16	1	0	0	0
 6016	2019-03-28 12:54:25	1	0	0	0
 5093	2019-03-28 14:50:45	1	0	0	0
 5093	2019-03-28 14:50:47	1	0	0	0
 5095	2019-03-28 16:04:10	1	0	0	0
 5034	2019-03-28 16:49:29	1	0	0	0
 5009	2019-03-28 17:25:18	1	0	0	0
 5020	2019-03-28 17:25:24	1	0	0	0
 5012	2019-03-28 17:33:08	1	0	0	0
 5099	2019-03-28 18:22:33	1	0	0	0
 5036	2019-03-28 18:25:19	1	0	0	0
 5024	2019-03-28 18:25:23	1	0	0	0
 5084	2019-03-28 18:26:58	1	0	0	0
 6019	2019-03-28 18:27:04	1	0	0	0
 5074	2019-03-28 18:27:24	1	0	0	0
 5057	2019-03-28 18:27:27	1	0	0	0
 5063	2019-03-28 18:29:19	1	0	0	0
 5066	2019-03-28 18:32:19	1	0	0	0
 5016	2019-03-28 18:44:06	1	0	0	0
 5017	2019-03-28 18:51:43	1	0	0	0
 5047	2019-03-28 18:57:24	1	0	0	0
 5033	2019-03-28 18:59:23	1	0	0	0
 5094	2019-03-28 19:00:04	1	0	0	0
 5067	2019-03-28 19:00:06	1	0	0	0
 5029	2019-03-28 19:00:12	1	0	0	0
 5070	2019-03-28 19:00:45	1	0	0	0
 5039	2019-03-28 19:01:08	1	0	0	0
 5007	2019-03-28 19:02:33	1	0	0	0
 5007	2019-03-28 19:02:41	1	0	0	0
 5007	2019-03-28 19:02:49	1	0	0	0
